"Asset","Status","RiskScore","Impact","SizeKB"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","40","KEEP - USED IN CODE","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","1,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","1"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","1,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","1,88"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","1,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","1,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","3,22"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","3,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,18"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\ios\generated_firebase_sdk_version.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","4,96"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","61,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","1,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","40","KEEP - USED IN CODE","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,29"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","0,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","0,28"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","0,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","0,69"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","0,57"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","1,63"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","0,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","1,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","1,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\linux\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","2,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\linux\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,59"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","40","KEEP - USED IN CODE","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","40","KEEP - USED IN CODE","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","40","KEEP - USED IN CODE","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","40","KEEP - USED IN CODE","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","40","KEEP - USED IN CODE","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","40","KEEP - USED IN CODE","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","40","KEEP - USED IN CODE","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\web\icons\Icon-192.png","USED","40","KEEP - USED IN CODE","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\web\icons\Icon-512.png","USED","40","KEEP - USED IN CODE","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\web\icons\Icon-maskable-192.png","USED","40","KEEP - USED IN CODE","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\web\icons\Icon-maskable-512.png","USED","40","KEEP - USED IN CODE","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\web\favicon.png","PROTECTED","100","CRITICAL - BRAND / CERTIFICATE","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\flutter\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\runner\resources\app_icon.ico","USED","40","KEEP - USED IN CODE","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\runner\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","3,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\example\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,52"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\windows\CMakeLists.txt","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\CHANGELOG.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","19,82"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\connectivity_plus\README.md","SIMULATED_DELETE","90","SAFE TO DELETE (SIMULATION ONLY)","7,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","USED","40","KEEP - USED IN CODE","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","USED","40","KEEP - USED IN CODE","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","USED","40","KEEP - USED IN CODE","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","USED","40","KEEP - USED IN CODE","1,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","USED","40","KEEP - USED IN CODE","1"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","USED","40","KEEP - USED IN CODE","1,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","USED","40","KEEP - USED IN CODE","1,88"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","40","KEEP - USED IN CODE","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","40","KEEP - USED IN CODE","1,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","40","KEEP - USED IN CODE","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","40","KEEP - USED IN CODE","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","40","KEEP - USED IN CODE","1,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","40","KEEP - USED IN CODE","3,22"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","40","KEEP - USED IN CODE","3,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","40","KEEP - USED IN CODE","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\firebase_auth\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","40","KEEP - USED IN CODE","0,07"
