"Asset","Used","Context","SizeKB"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","True","FRONTEND","1,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\flutter\CMakeLists.txt","False","UNUSED","3,48"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\runner\CMakeLists.txt","False","UNUSED","1,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\windows\CMakeLists.txt","False","UNUSED","3,82"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\example\README.md","False","UNUSED","0,05"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\java\README.md","False","UNUSED","0,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\linux\CMakeLists.txt","False","UNUSED","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\src\CMakeLists.txt","False","UNUSED","1,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\src\README.md","False","UNUSED","0,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\windows\CMakeLists.txt","False","UNUSED","0,59"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\CHANGELOG.md","False","UNUSED","11,16"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\jni\README.md","False","UNUSED","2,18"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\linux\flutter\CMakeLists.txt","False","UNUSED","2,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\linux\CMakeLists.txt","False","UNUSED","3,61"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\example\README.md","False","UNUSED","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\CHANGELOG.md","False","UNUSED","2,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\path_provider_linux\README.md","False","UNUSED","0,56"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\linux\CMakeLists.txt","False","UNUSED","2,96"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\windows\CMakeLists.txt","False","UNUSED","2,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\CHANGELOG.md","False","UNUSED","11,27"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\CONTRIBUTING.md","False","UNUSED","4,09"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\example.png","True","FRONTEND","181,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\printing\README.md","False","UNUSED","6,49"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","True","FRONTEND","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","True","FRONTEND","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","True","FRONTEND","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","True","FRONTEND","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","True","FRONTEND","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\assets\flutter_logo.png","False","UNUSED","7,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","True","FRONTEND","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","True","FRONTEND","0,29"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","True","FRONTEND","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","True","FRONTEND","0,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","True","FRONTEND","0,28"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","True","FRONTEND","0,45"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","True","FRONTEND","0,69"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","True","FRONTEND","0,4"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","True","FRONTEND","0,57"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","True","FRONTEND","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","True","FRONTEND","0,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","True","FRONTEND","1,63"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","True","FRONTEND","0,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","True","FRONTEND","1,2"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","True","FRONTEND","1,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","False","UNUSED","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\flutter\CMakeLists.txt","False","UNUSED","2,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\CMakeLists.txt","False","UNUSED","3,59"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","True","FRONTEND","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","True","FRONTEND","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","True","FRONTEND","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","True","FRONTEND","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","True","FRONTEND","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","True","FRONTEND","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","True","FRONTEND","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-192.png","True","FRONTEND","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-512.png","True","FRONTEND","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\favicon.png","True","FRONTEND","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\flutter\CMakeLists.txt","False","UNUSED","3,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\CMakeLists.txt","False","UNUSED","0,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\CMakeLists.txt","False","UNUSED","3,34"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\example\README.md","False","UNUSED","0,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\windows\CMakeLists.txt","False","UNUSED","2,02"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\CHANGELOG.md","False","UNUSED","23,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\share_plus\README.md","False","UNUSED","10,31"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\linux\flutter\CMakeLists.txt","False","UNUSED","2,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\linux\CMakeLists.txt","False","UNUSED","3,11"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\example\README.md","False","UNUSED","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\CHANGELOG.md","False","UNUSED","2,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\shared_preferences_linux\README.md","False","UNUSED","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\linux\flutter\CMakeLists.txt","False","UNUSED","2,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\linux\CMakeLists.txt","False","UNUSED","3,31"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\example\README.md","False","UNUSED","0,37"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\linux\CMakeLists.txt","False","UNUSED","2,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\pigeons\copyright.txt","False","UNUSED","0,13"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\CHANGELOG.md","False","UNUSED","2,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\ephemeral\.plugin_symlinks\url_launcher_linux\README.md","False","UNUSED","0,5"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\flutter\CMakeLists.txt","False","UNUSED","2,83"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\runner\CMakeLists.txt","False","UNUSED","0,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\linux\CMakeLists.txt","False","UNUSED","4,77"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","True","FRONTEND","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","True","FRONTEND","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","True","FRONTEND","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","True","FRONTEND","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","True","FRONTEND","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","True","FRONTEND","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","True","FRONTEND","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\marketing\README.md","False","UNUSED","1,44"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\prompts\base-audit.txt","False","UNUSED","0,21"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-192.png","True","FRONTEND","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-512.png","True","FRONTEND","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-maskable-192.png","True","FRONTEND","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\icons\Icon-maskable-512.png","True","FRONTEND","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\web\favicon.png","True","FRONTEND","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-hdpi\ic_launcher.png","True","FRONTEND","0,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-mdpi\ic_launcher.png","True","FRONTEND","0,43"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png","True","FRONTEND","0,7"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png","True","FRONTEND","1,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png","True","FRONTEND","1,41"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","True","FRONTEND","10,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","True","FRONTEND","0,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","True","FRONTEND","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","True","FRONTEND","1,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","True","FRONTEND","1"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","True","FRONTEND","1,68"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","True","FRONTEND","1,88"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","True","FRONTEND","1,25"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","True","FRONTEND","1,85"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","True","FRONTEND","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","True","FRONTEND","2,6"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","True","FRONTEND","3,74"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","True","FRONTEND","1,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","True","FRONTEND","3,22"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","True","FRONTEND","3,53"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","True","FRONTEND","0,07"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","False","UNUSED","0,33"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","True","FRONTEND","100,58"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","True","FRONTEND","5,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","True","FRONTEND","0,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","True","FRONTEND","13,81"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","True","FRONTEND","1,04"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","True","FRONTEND","35,55"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","True","FRONTEND","2,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-192.png","True","FRONTEND","5,17"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-512.png","True","FRONTEND","8,06"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-maskable-192.png","True","FRONTEND","5,46"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\icons\Icon-maskable-512.png","True","FRONTEND","20,51"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\web\favicon.png","True","FRONTEND","0,9"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\flutter\CMakeLists.txt","False","UNUSED","3,65"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\runner\resources\app_icon.ico","True","FRONTEND","32,98"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\runner\CMakeLists.txt","False","UNUSED","1,75"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\windows\CMakeLists.txt","False","UNUSED","3,84"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\example\README.md","False","UNUSED","0,18"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\ios\generated_firebase_sdk_version.txt","False","UNUSED","0,01"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\windows\CMakeLists.txt","False","UNUSED","4,96"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\CHANGELOG.md","False","UNUSED","61,38"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\cloud_firestore\README.md","False","UNUSED","1,37"
